age,id
25.0,A00038522
52.0,A00060264
30.0,A00031625
44.0,A00029104
7.0,A00055907
69.0,A00039966
63.0,A00045589
35.0,A00037112
24.0,A00039819
19.0,A00029303
18.0,A00031217
53.0,A00028399
49.0,A00037377
15.0,A00043240
22.0,A00060302
73.0,A00054929
68.0,A00054038
22.0,A00031272
33.0,A00052340
36.0,A00055763
18.0,A00051063
16.0,A00043282
44.0,A00043283
41.0,A00037768
61.0,A00040517
31.0,A00037445
15.0,A00051727
22.0,A00033247
66.0,A00030990
52.0,A00037111
83.0,A00044408
56.0,A00044370
16.0,A00035940
51.0,A00033834
18.0,A00038159
8.0,A00058951
21.0,A00034854
72.0,A00039845
23.0,A00053577
36.0,A00043721
10.0,A00058061
67.0,A00060602
43.0,A00028784
54.0,A00028994
26.0,A00059911
66.0,A00033673
13.0,A00037459
51.0,A00031893
15.0,A00031881
21.0,A00039686
59.0,A00039699
18.0,A00053546
11.0,A00018030
55.0,A00060383
32.0,A00060259
72.0,A00058318
36.0,A00035827
59.0,A00008326
69.0,A00028678
60.0,A00039041
41.0,A00028753
19.0,A00044012
33.0,A00056949
24.0,A00039143
61.0,A00051528
9.0,A00056679
29.0,A00053851
31.0,A00050940
52.0,A00039249
60.0,A00039974
18.0,A00033231
30.0,A00030989
43.0,A00053202
20.0,A00037476
18.0,A00051726
22.0,A00055215
49.0,A00037831
57.0,A00028184
83.0,A00019903
25.0,A00028694
9.0,A00055866
11.0,A00059109
64.0,A00053949
13.0,A00057405
15.0,A00055332
76.0,A00040629
45.0,A00039500
56.0,A00035437
55.0,A00037817
38.0,A00038115
17.0,A00031219
40.0,A00051513
23.0,A00043509
59.0,A00037635
60.0,A00028380
21.0,A00028287
21.0,A00051514
33.0,A00039431
55.0,A00037492
19.0,A00028766
17.0,A00058685
42.0,A00059346
54.0,A00037267
49.0,A00039118
26.0,A00039218
47.0,A00031167
46.0,A00028468
53.0,A00044154
66.0,A00040312
41.0,A00037784
70.0,A00040324
24.0,A00060925
51.0,A00040500
67.0,A00051517
30.0,A00060372
38.0,A00058952
29.0,A00045590
28.0,A00010893
21.0,A00057182
25.0,A00035840
27.0,A00039277
32.0,A00037848
25.0,A00040524
31.0,A00037396
18.0,A00059990
51.0,A00028152
40.0,A00056452
20.0,A00028429
21.0,A00043384
16.0,A00039075
27.0,A00057808
22.0,A00043649
17.0,A00053744
68.0,A00060185
9.0,A00056420
37.0,A00039391
34.0,A00056098
21.0,A00033640
60.0,A00037510
21.0,A00058999
85.0,A00053456
49.0,A00043790
59.0,A00054895
23.0,A00029231
38.0,A00053455
49.0,A00035744
35.0,A00059074
42.0,A00038623
60.0,A00032876
57.0,A00028430
53.0,A00053627
57.0,A00059662
46.0,A00050721
18.0,A00040827
22.0,A00056898
28.0,A00051539
21.0,A00054534
32.0,A00054441
49.0,A00051925
68.0,A00027651
37.0,A00052181
57.0,A00051529
21.0,A00033248
49.0,A00040757
27.0,A00051679
26.0,A00028207
19.0,A00037877
71.0,A00039490
60.0,A00040580
15.0,A00055906
77.0,A00039700
44.0,A00038411
22.0,A00044131
14.0,A00058537
50.0,A00038957
45.0,A00058552
15.0,A00059935
22.0,A00054532
42.0,A00039951
45.0,A00040494
10.0,A00052069
75.0,A00034093
44.0,A00028150
47.0,A00052319
20.0,A00029092
18.0,A00051638
21.0,A00044307
66.0,A00039559
18.0,A00038158
69.0,A00051604
32.0,A00051676
21.0,A00057235
57.0,A00037588
10.0,A00060429
42.0,A00028842
30.0,A00051774
58.0,A00039276
30.0,A00055806
51.0,A00029230
53.0,A00039635
22.0,A00027544
22.0,A00035879
26.0,A00035943
18.0,A00052197
21.0,A00035960
53.0,A00051882
65.0,A00060170
62.0,A00030912
47.0,A00050998
17.0,A00034074
79.0,A00044068
31.0,A00037511
74.0,A00033021
50.0,A00032862
63.0,A00059664
28.0,A00060630
14.0,A00059865
26.0,A00057372
47.0,A00033609
49.0,A00035625
67.0,A00052070
23.0,A00029127
28.0,A00060279
63.0,A00031794
26.0,A00028185
68.0,A00039640
64.0,A00028613
74.0,A00037818
27.0,A00034193
13.0,A00038706
61.0,A00028389
51.0,A00040594
12.0,A00035364
20.0,A00029076
47.0,A00043617
76.0,A00032010
56.0,A00028339
19.0,A00028844
65.0,A00039952
59.0,A00028691
16.0,A00060280
72.0,A00060431
59.0,A00034400
66.0,A00040311
42.0,A00034987
27.0,A00039488
18.0,A00030913
47.0,A00034827
9.0,A00031411
61.0,A00013809
36.0,A00055962
21.0,A00043462
65.0,A00033752
57.0,A00033849
32.0,A00040151
22.0,A00050795
44.0,A00035951
22.0,A00028606
70.0,A00054621
10.0,A00057480
34.0,A00029126
68.0,A00056372
25.0,A00060471
16.0,A00043758
79.0,A00039083
31.0,A00053473
59.0,A00028605
38.0,A00058218
43.0,A00040525
21.0,A00058621
40.0,A00035765
71.0,A00039639
66.0,A00039593
49.0,A00028995
39.0,A00054857
14.0,A00058053
10.0,A00057862
56.0,A00037726
22.0,A00057786
49.0,A00035633
17.0,A00044084
18.0,A00037387
8.0,A00053320
73.0,A00028625
23.0,A00060516
8.0,A00055903
60.0,A00038414
20.0,A00054173
31.0,A00060006
28.0,A00055121
22.0,A00035363
66.0,A00033963
21.0,A00053578
70.0,A00038805
49.0,A00044405
21.0,A00051477
12.0,A00056470
37.0,A00056306
40.0,A00050720
11.0,A00037483
36.0,A00055447
47.0,A00040462
53.0,A00037646
24.0,A00037266
26.0,A00033643
58.0,A00040439
45.0,A00040493
6.0,A00058215
72.0,A00039923
28.0,A00038642
29.0,A00038616
29.0,A00052500
66.0,A00044369
8.0,A00057809
11.0,A00040798
9.0,A00043494
26.0,A00033747
81.0,A00035054
34.0,A00043299
24.0,A00037378
61.0,A00054153
15.0,A00039943
35.0,A00040944
12.0,A00053490
18.0,A00044171
53.0,A00037439
23.0,A00058667
24.0,A00058214
15.0,A00051758
20.0,A00028656
25.0,A00054504
51.0,A00035562
48.0,A00035606
34.0,A00034385
71.0,A00050977
75.0,A00028340
22.0,A00056627
21.0,A00038718
68.0,A00052499
24.0,A00052126
57.0,A00040891
32.0,A00029304
18.0,A00039159
32.0,A00054019
22.0,A00052307
59.0,A00039432
14.0,A00056605
60.0,A00051835
44.0,A00035798
37.0,A00057965
49.0,A00043739
28.0,A00043722
76.0,A00028845
62.0,A00038806
71.0,A00058644
75.0,A00040351
47.0,A00044345
50.0,A00039895
58.0,A00033589
65.0,A00028266
47.0,A00053874
12.0,A00039866
44.0,A00059845
28.0,A00043520
49.0,A00028192
27.0,A00060848
43.0,A00035535
70.0,A00033735
21.0,A00037531
66.0,A00051678
49.0,A00039393
21.0,A00038731
23.0,A00031549
75.0,A00044427
15.0,A00050743
83.0,A00039040
36.0,A00035072
38.0,A00051927
28.0,A00057183
72.0,A00053625
45.0,A00060430
66.0,A00038424
65.0,A00040567
15.0,A00055122
26.0,A00052125
16.0,A00056703
20.0,A00053576
66.0,A00040741
53.0,A00055061
53.0,A00043417
38.0,A00056556
44.0,A00044011
22.0,A00060169
10.0,A00055908
10.0,A00055076
15.0,A00055867
22.0,A00039755
57.0,A00059107
14.0,A00053390
26.0,A00038998
18.0,A00052502
32.0,A00060480
51.0,A00031683
63.0,A00044344
18.0,A00051658
42.0,A00058503
50.0,A00039685
23.0,A00040301
46.0,A00043324
58.0,A00043634
19.0,A00038832
24.0,A00044291
21.0,A00054533
43.0,A00053901
78.0,A00038519
63.0,A00040343
59.0,A00052639
61.0,A00039669
