age,id
58.0,33589.0
31.0,50940.0
38.0,52560.0
63.0,31794.0
54.0,37267.0
17.0,56453.0
78.0,53626.0
60.0,38414.0
72.0,39916.0
32.0,54441.0
16.0,56703.0
70.0,40257.0
38.0,56556.0
66.0,51678.0
17.0,34074.0
66.0,30990.0
20.0,31459.0
23.0,29127.0
47.0,52319.0
28.0,57183.0
24.0,52126.0
14.0,53390.0
49.0,37377.0
47.0,53874.0
61.0,39669.0
58.0,33903.0
48.0,35606.0
28.0,60279.0
48.0,39560.0
21.0,33640.0
24.0,39143.0
51.0,40500.0
22.0,60302.0
27.0,51679.0
61.0,54153.0
49.0,39393.0
54.0,28994.0
78.0,38519.0
15.0,50743.0
48.0,28400.0
15.0,35377.0
68.0,27651.0
20.0,43466.0
23.0,31549.0
56.0,57445.0
18.0,52197.0
60.0,28380.0
53.0,44154.0
10.0,52069.0
18.0,51063.0
22.0,27544.0
76.0,28845.0
15.0,55122.0
47.0,40462.0
58.0,33748.0
65.0,28266.0
76.0,60306.0
18.0,59990.0
75.0,44427.0
72.0,60431.0
34.0,34385.0
66.0,39559.0
61.0,51528.0
13.0,37459.0
30.0,31625.0
59.0,31872.0
8.0,55693.0
55.0,60383.0
32.0,51676.0
19.0,28844.0
29.0,38616.0
49.0,28995.0
56.0,43325.0
12.0,59325.0
49.0,51925.0
49.0,43790.0
13.0,38706.0
21.0,43384.0
51.0,28152.0
68.0,56372.0
71.0,39639.0
52.0,37110.0
13.0,57405.0
19.0,29303.0
34.0,59756.0
16.0,34073.0
57.0,37386.0
18.0,31217.0
74.0,33021.0
24.0,28177.0
33.0,56949.0
75.0,28340.0
56.0,37726.0
41.0,37768.0
18.0,33180.0
66.0,39593.0
47.0,31167.0
63.0,28929.0
59.0,39331.0
21.0,38731.0
58.0,39846.0
37.0,39391.0
56.0,54358.0
15.0,43240.0
65.0,39952.0
45.0,60430.0
49.0,35625.0
19.0,51064.0
23.0,35553.0
33.0,60632.0
75.0,34093.0
12.0,35364.0
24.0,37378.0
22.0,55215.0
29.0,53851.0
38.0,37783.0
47.0,43617.0
27.0,52235.0
67.0,51517.0
66.0,40741.0
49.0,38817.0
42.0,38623.0
73.0,28625.0
15.0,39943.0
38.0,51927.0
34.0,56098.0
10.0,57480.0
12.0,56470.0
18.0,52502.0
19.0,44012.0
23.0,28352.0
24.0,44291.0
49.0,37831.0
60.0,39974.0
85.0,40181.0
43.0,35535.0
44.0,43283.0
29.0,45590.0
65.0,40286.0
22.0,31272.0
28.0,51539.0
23.0,43509.0
10.0,57862.0
26.0,52125.0
83.0,39040.0
41.0,37784.0
16.0,43758.0
19.0,38285.0
42.0,58503.0
47.0,50998.0
31.0,60006.0
15.0,27443.0
63.0,44344.0
55.0,28246.0
53.0,43417.0
49.0,28192.0
31.0,37445.0
27.0,33232.0
42.0,59346.0
20.0,29979.0
16.0,35940.0
22.0,35879.0
15.0,51690.0
66.0,44369.0
79.0,39083.0
65.0,33752.0
26.0,57372.0
21.0,28287.0
15.0,55332.0
62.0,30912.0
72.0,58318.0
52.0,39353.0
36.0,55962.0
42.0,45554.0
50.0,39895.0
21.0,51514.0
68.0,54038.0
9.0,56420.0
57.0,33849.0
22.0,54532.0
41.0,28753.0
70.0,33735.0
45.0,40493.0
52.0,37111.0
23.0,60516.0
33.0,39431.0
68.0,40285.0
32.0,29304.0
77.0,29219.0
22.0,44131.0
39.0,54914.0
46.0,43324.0
59.0,37635.0
75.0,40351.0
16.0,60280.0
37.0,56306.0
20.0,54173.0
21.0,54534.0
50.0,38957.0
54.0,29215.0
15.0,51758.0
44.0,29104.0
57.0,59662.0
30.0,30989.0
71.0,40182.0
53.0,39635.0
59.0,39432.0
27.0,60848.0
21.0,58621.0
78.0,51796.0
16.0,43282.0
50.0,40116.0
18.0,51638.0
56.0,35437.0
63.0,45589.0
49.0,43739.0
53.0,55061.0
16.0,52183.0
57.0,39820.0
30.0,51774.0
35.0,40944.0
23.0,40301.0
56.0,44370.0
37.0,37582.0
14.0,59865.0
76.0,32010.0
18.0,38159.0
49.0,35744.0
28.0,55373.0
75.0,52214.0
77.0,39700.0
60.0,32876.0
22.0,28606.0
18.0,44171.0
83.0,19903.0
41.0,33011.0
44.0,35951.0
15.0,59935.0
57.0,51529.0
44.0,35798.0
52.0,60264.0
51.0,33834.0
59.0,52639.0
70.0,38805.0
14.0,52613.0
22.0,50795.0
62.0,53369.0
21.0,40915.0
24.0,37647.0
60.0,40784.0
46.0,28468.0
8.0,57809.0
24.0,39819.0
10.0,56920.0
36.0,35827.0
16.0,37458.0
28.0,43722.0
53.0,51882.0
46.0,40678.0
21.0,58999.0
71.0,50977.0
24.0,37266.0
9.0,31411.0
11.0,27159.0
31.0,37396.0
28.0,60630.0
21.0,37531.0
21.0,59527.0
22.0,35363.0
32.0,54019.0
81.0,35337.0
26.0,28185.0
32.0,40151.0
53.0,50742.0
20.0,29092.0
26.0,39218.0
61.0,13809.0
55.0,37817.0
73.0,54929.0
28.0,43520.0
26.0,28207.0
47.0,44345.0
54.0,35378.0
52.0,40383.0
25.0,56919.0
21.0,54533.0
26.0,38998.0
21.0,39686.0
56.0,28339.0
27.0,34193.0
39.0,33832.0
79.0,44068.0
25.0,38522.0
53.0,28399.0
72.0,39845.0
40.0,35765.0
29.0,38189.0
24.0,60925.0
45.0,58552.0
66.0,33963.0
40.0,51513.0
69.0,51604.0
21.0,53578.0
27.0,39488.0
12.0,53490.0
58.0,37545.0
11.0,40798.0
8.0,58951.0
62.0,35440.0
9.0,43494.0
27.0,40573.0
60.0,51835.0
8.0,53320.0
15.0,55867.0
23.0,57444.0
14.0,58537.0
47.0,33609.0
62.0,33998.0
45.0,40494.0
66.0,52234.0
71.0,54482.0
80.0,58145.0
66.0,40312.0
61.0,28389.0
34.0,59428.0
6.0,58215.0
81.0,35054.0
9.0,56679.0
22.0,60169.0
66.0,40311.0
21.0,34854.0
21.0,33248.0
22.0,43649.0
20.0,28656.0
42.0,28842.0
49.0,39118.0
25.0,35840.0
51.0,29230.0
22.0,52307.0
10.0,55908.0
18.0,33231.0
43.0,59344.0
27.0,43704.0
58.0,39276.0
74.0,37818.0
43.0,53202.0
12.0,39866.0
36.0,35072.0
59.0,34400.0
51.0,31683.0
48.0,33764.0
44.0,38411.0
19.0,37877.0
63.0,59664.0
50.0,39685.0
51.0,40594.0
68.0,52118.0
46.0,50721.0
62.0,38520.0
11.0,37483.0
64.0,53949.0
9.0,55866.0
60.0,39041.0
27.0,39277.0
30.0,60372.0
27.0,39084.0
28.0,38642.0
44.0,44011.0
40.0,50720.0
37.0,57965.0
57.0,28184.0
20.0,28429.0
33.0,53854.0
18.0,39159.0
31.0,53473.0
24.0,58214.0
17.0,31219.0
64.0,37522.0
48.0,40174.0
